"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison"
"GO:0001558","GO:0001558","regulation of cell growth",0.2,0.0158450095139249,0.00655021834061135,12.6222707423581,5.71289607398071,0.00156045222381904,0.0694898454450844,0.0347449227225422,"Mag/Adipor1/Picalm",3,"Up","Control - Stress"
"GO:0051656","GO:0051656","establishment of organelle localization",0.2,0.0172288531395952,0.00602409638554217,11.6084337349398,5.44131773678271,0.0019821885484133,0.0694898454450844,0.0347449227225422,"Ptgds/Nde1/Picalm",3,"Up","Control - Stress"
"GO:2000009","GO:2000009","negative regulation of protein localization to cell surface",0.133333333333333,0.00041515308770109,0.166666666666667,321.166666666667,25.2767510784883,1.65397877905238e-05,0.00793909813945143,0.00396954906972571,"Gpm6b/Picalm",2,"Up","Control - Stress"
"GO:0022010","GO:0022010","central nervous system myelination",0.133333333333333,0.00103788271925272,0.0666666666666667,128.466666666667,15.9164823750844,0.000108425481878486,0.0173480771005578,0.00867403855027891,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0032291","GO:0032291","axon ensheathment in central nervous system",0.133333333333333,0.00103788271925272,0.0666666666666667,128.466666666667,15.9164823750844,0.000108425481878486,0.0173480771005578,0.00867403855027891,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:2000008","GO:2000008","regulation of protein localization to cell surface",0.133333333333333,0.00152222798823733,0.0454545454545455,87.5909090909091,13.097662124674,0.000234806736851025,0.0279799596903094,0.0139899798451547,"Gpm6b/Picalm",2,"Up","Control - Stress"
"GO:0014003","GO:0014003","oligodendrocyte development",0.133333333333333,0.00169520844144612,0.0408163265306122,78.6530612244898,12.3962232571685,0.000291457913440723,0.0279799596903094,0.0139899798451547,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0034394","GO:0034394","protein localization to cell surface",0.133333333333333,0.00249091852620654,0.0277777777777778,53.5277777777778,10.1686006853491,0.000629123336802869,0.0503298669442295,0.0251649334721147,"Gpm6b/Picalm",2,"Up","Control - Stress"
"GO:0048709","GO:0048709","oligodendrocyte differentiation",0.133333333333333,0.00425531914893617,0.016260162601626,31.3333333333333,7.68180081201655,0.00181875788718756,0.0694898454450844,0.0347449227225422,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis",0.133333333333333,0.00453208787407023,0.0152671755725191,29.4198473282443,7.42861928865082,0.00205913198055403,0.0694898454450844,0.0347449227225422,"Lpar1/Picalm",2,"Up","Control - Stress"
"GO:0008286","GO:0008286","insulin receptor signaling pathway",0.133333333333333,0.00480885659920429,0.0143884892086331,27.726618705036,7.19718245859582,0.00231378559396563,0.0694898454450844,0.0347449227225422,"Eif4ebp2/Adipor1",2,"Up","Control - Stress"
"GO:0021782","GO:0021782","glial cell development",0.133333333333333,0.00484345268984605,0.0142857142857143,27.5285714285714,7.16962639238049,0.00234661601629091,0.0694898454450844,0.0347449227225422,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0031623","GO:0031623","receptor internalization",0.133333333333333,0.00518941359626362,0.0133333333333333,25.6933333333333,6.90906845037264,0.00268705462498133,0.0694898454450844,0.0347449227225422,"Lpar1/Picalm",2,"Up","Control - Stress"
"GO:0010977","GO:0010977","negative regulation of neuron projection development",0.133333333333333,0.00581214322781526,0.0119047619047619,22.9404761904762,6.49876464184031,0.00335493969906406,0.0694898454450844,0.0347449227225422,"Mag/Lpar1",2,"Up","Control - Stress"
"GO:0050770","GO:0050770","regulation of axonogenesis",0.133333333333333,0.00643487285936689,0.010752688172043,20.7204301075269,6.14807321863334,0.00409264582096318,0.0694898454450844,0.0347449227225422,"Mag/Picalm",2,"Up","Control - Stress"
"GO:0042552","GO:0042552","myelination",0.133333333333333,0.00667704549385919,0.0103626943005181,19.9689119170984,6.02476601229384,0.00439813315881393,0.0694898454450844,0.0347449227225422,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0007272","GO:0007272","ensheathment of neurons",0.133333333333333,0.00678083376578447,0.0102040816326531,19.6632653061224,5.97389335941683,0.00453221696586768,0.0694898454450844,0.0347449227225422,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0008366","GO:0008366","axon ensheathment",0.133333333333333,0.00678083376578447,0.0102040816326531,19.6632653061224,5.97389335941683,0.00453221696586768,0.0694898454450844,0.0347449227225422,"Mag/Gpm6b",2,"Up","Control - Stress"
"GO:0051650","GO:0051650","establishment of vesicle localization",0.133333333333333,0.00681542985642622,0.0101522842639594,19.5634517766497,5.95718670182003,0.00457733152017188,0.0694898454450844,0.0347449227225422,"Nde1/Picalm",2,"Up","Control - Stress"
"GO:0030308","GO:0030308","negative regulation of cell growth",0.133333333333333,0.00709219858156028,0.00975609756097561,18.8,5.8278292298348,0.00494577831780324,0.0694898454450844,0.0347449227225422,"Mag/Adipor1",2,"Up","Control - Stress"
"GO:1990138","GO:1990138","neuron projection extension",0.133333333333333,0.00719598685348556,0.00961538461538462,18.5288461538462,5.78119450032629,0.00508738412773431,0.0694898454450844,0.0347449227225422,"Mag/Picalm",2,"Up","Control - Stress"
"GO:0051648","GO:0051648","vesicle localization",0.133333333333333,0.00757654385054489,0.0091324200913242,17.5981735159817,5.61821291322843,0.00562253850623206,0.0694898454450844,0.0347449227225422,"Nde1/Picalm",2,"Up","Control - Stress"
"GO:0032869","GO:0032869","cellular response to insulin stimulus",0.133333333333333,0.0076457360318284,0.00904977375565611,17.4389140271493,5.58985106777493,0.00572251558526584,0.0694898454450844,0.0347449227225422,"Eif4ebp2/Adipor1",2,"Up","Control - Stress"
"GO:0031345","GO:0031345","negative regulation of cell projection organization",0.133333333333333,0.00781871648503719,0.00884955752212389,17.0530973451327,5.52054417872572,0.00597604026796766,0.0694898454450844,0.0347449227225422,"Mag/Lpar1",2,"Up","Control - Stress"
"GO:0099504","GO:0099504","synaptic vesicle cycle",0.133333333333333,0.00799169693824598,0.00865800865800866,16.6839826839827,5.45342112975804,0.00623466242707002,0.0694898454450844,0.0347449227225422,"Lpar1/Picalm",2,"Up","Control - Stress"
"GO:1903828","GO:1903828","negative regulation of protein localization",0.133333333333333,0.00851063829787234,0.00813008130081301,15.6666666666667,5.26404134866636,0.00704086925585211,0.0694898454450844,0.0347449227225422,"Gpm6b/Picalm",2,"Up","Control - Stress"
